TestSC.EarthMJ2000Eq.VX   TestSC.EarthMJ2000Eq.VY   TestSC.EarthMJ2000Eq.VZ   TestSC.EarthMJ2000Eq.X    TestSC.EarthMJ2000Eq.Y    TestSC.EarthMJ2000Eq.Z    TestSC.TotalMass          TestSC.ElapsedSecs        
-1.10860010590594         9.167260585726371         -4.697449318192016e-05    6428.55038380706          1082.105062860412         -0.006073074813639965     6999.955814852918         5596.010012633633         
-1.496135841234459        9.090116196174577         -5.464774680214238e-05    6373.562822425625         1467.432982462869         -0.008217386191610006     6999.950693503694         5638.211978960317         
-1.953647772627262        8.967465626636493         -6.360499949357105e-05    6285.498727207245         1928.228318101071         -0.01123692046114366      6999.944501880675         5689.233429171145         
-2.700790652613638        8.688197654703426         -7.656781669943752e-05    6081.687804647723         2700.522377322148         -0.01739067859204649      6999.933893724437         5776.648879889399         
-3.014039357456126        8.539219006103528         -8.102767877265437e-05    5970.98387725131          3034.171738738269         -0.02044514659959981      6999.929193796279         5815.37816778291          
-3.474760775998031        8.281569056719842         -8.631630908992303e-05    5776.165081576908         3538.949336162991         -0.02547509617749504      6999.929193796279         5875.378167664167         
-4.359154547127142        7.633563833598355         -9.182537579546333e-05    5266.105016830344         4572.854124156649         -0.03711417027231501      6999.929193796279         6005.158085084986         
-5.23982469051108         6.705585231656928         -9.026873989586225e-05    4480.980986764256         5741.718438009552         -0.05204446689094023      6999.929193796279         6168.019974860363         
-5.920163291773628        5.637497710302527         -8.234120399013524e-05    3486.688999482746         6837.174990925045         -0.06742301727236479      6999.929193796279         6345.478353684302         
-6.368316810380032        4.517296674960064         -7.120603033201021e-05    2322.11424496297          7795.440775146943         -0.08194184706886137      6999.929193796279         6534.361396764871         
-6.596882794717283        3.416196651936496         -5.927541667213473e-05    1033.029142368005         8580.500362979386         -0.09487190605636667      6999.929193796279         6732.667350978591         
-6.641051332002284        2.410856111383364         -4.795964174364085e-05    -293.3951329315442        9161.343354403793         -0.1055808033046857       6999.929193796279         6932.6673508971           
-6.551683613840536        1.517669719904322         -3.753382636622298e-05    -1614.519508729095        9552.343776369058         -0.1141154746251515       6999.929193796279         7132.667350815609         
-6.369124059041509        0.7318983001799312        -2.7951651371551e-05      -2907.88085855927         9775.582271291871         -0.1206506098965985       6999.929193796279         7332.667350734118         
-6.122470964992339        0.04393623382625991       -1.913750941546011e-05    -4157.915071124491        9851.626362124425         -0.1253473018510955       6999.929193796279         7532.667350966949         
-5.832290065151732        -0.5572154332258288       -1.102795481299201e-05    -5353.980967158031        9798.94322897352          -0.128352557153975        6999.929193796279         7732.667350885458         
-5.512968465068125        -1.08226175992837         -3.572204013645061e-06    -6488.89797415146         9633.811509264697         -0.1298020570419527       6999.929193796279         7932.667350803968         
-5.174517693117581        -1.540896580488285        3.273984332355995e-06     -7557.899795625649        9370.46315531903          -0.1298220709996679       6999.929193796279         8132.667350722477         
-4.823879462601477        -1.941577762102972        9.552147090621802e-06     -8557.897256685512        9021.313701309085         -0.1285303285438732       6999.929193796279         8332.667350955307         
-4.465846628774457        -2.291535476383161        1.53022529344447e-05      -9486.961904409969        8597.211116941595         -0.1260364119722767       6999.929193796279         8532.667350873817         
-4.10370537829272         -2.596878959678658        2.056244060437126e-05     -10343.9643347947         8107.671610189961         -0.1224420830223089       6999.929193796279         8732.667350792326         
-3.739681607280273        -2.862735010354293        2.536836264645538e-05     -11128.32019584348        7561.0901578328           -0.1178417132379392       6999.929193796279         8932.667351025157         
-3.37525164260381         -3.093386907788224        2.975260996980408e-05     -11839.81106451765        6964.92295991014          -0.1123228419645997       6999.929193796279         9132.667350943666         
-3.011359416798153        -3.292400435155232        3.374435814911754e-05     -12478.45753447509        6325.843271146973         -0.1059668279133768       6999.929193796279         9332.667350862175         
-2.648569107466782        -3.46273252820997         3.736922506225759e-05     -13044.42888824093        5649.873734863932         -0.09884954954960973      6999.929193796279         9532.667350780685         
-2.287173114683917        -3.606822197027593        4.064928124303401e-05     -13537.97855926208        4942.498773412772         -0.09104211760280917      6999.929193796279         9732.667351013515         
-1.927268996738921        -3.726665111499764        4.36031513183408e-05      -13959.39789866116        4208.760458216545         -0.08261157545172239      6999.929193796279         9932.667350932024         
-1.568814740784308        -3.823873814708123        4.62461568520347e-05      -14308.98303369606        3453.340933917041         -0.07362157437348164      6999.929193796279         10132.66735085053         
-1.211668873077211        -3.899725550583514        4.859046482073521e-05     -14587.01117439043        2680.634070145588         -0.06413301916958755      6999.929193796279         10332.66735076904         
-0.8556199713587169       -3.955199475023924        5.064521729809479e-05     -14793.72381888364        1894.808636487879         -0.05420468564500849      6999.929193796279         10532.66735100187         
-0.500408830539145        -3.991004714959374        5.241662582290583e-05     -14929.31508081591        1099.864972146856         -0.04389381545519074      6999.929193796279         10732.66735092038         
-0.1457456531828447       -4.007600417854605        5.390801873765514e-05     -14993.92391839531        299.6868611454718         -0.03325669661339873      6999.929193796279         10932.66735083889         
0.02025443173862144       -4.00883935050279         5.451044752474299e-05     -14999.80085553804        -75.78563702628811        -0.02817857287844835      6999.929193796279         11026.3348798966          
