TestSC.Earth.Altitude     TestSC.Earth.Latitude     TestSC.Earth.Longitude    TestSC.TDBGregorian        TestSC.EarthMJ2000Eq.VMAG   TestSC.ElapsedSecs        
319.5385179925615         0.1257779249823295        81.70231074376812         01 Jan 2025 13:37:32.562   9.055533914221234           5815.378167468589         
395.9501120503737         0.1204293623202851        86.00913873687104         01 Jan 2025 13:38:32.562   8.980999303147307           5875.378167349845         
596.3149420096361         0.1069068605936761        94.94181356249049         01 Jan 2025 13:40:42.347   8.790528605421237           6005.16277916031          
905.1794504847176         0.08745340572963167       105.3224044058988         01 Jan 2025 13:43:25.209   8.510021399879387           6168.025512574241         
1296.769283387403         0.0649963067573251        115.5305294781579         01 Jan 2025 13:46:22.668   8.174932757391096           6345.484310074244         
1755.82698528929          0.04139768926081125       125.1732928413117         01 Jan 2025 13:49:31.551   7.807768248939521           6534.367445565294         
2264.341645618451         0.01816841206702324       134.0675578099519         01 Jan 2025 13:52:49.858   7.428935546335317           6732.673781050835         
2787.920749781991         -0.003065009943697601     141.9311243683946         01 Jan 2025 13:56:09.858   7.065099423484668           6932.673780969344         
3309.704913072866         -0.02194847837080773      148.8545303829997         01 Jan 2025 13:59:29.858   6.725157104622009           7132.673780887853         
3820.790613139446         -0.03857633589267911      154.9913436788408         01 Jan 2025 14:02:49.858   6.411028954503839           7332.673781120684         
4314.998553921624         -0.05314746285200899      160.4722191371781         01 Jan 2025 14:06:09.858   6.122619741773189           7532.673781039193         
4788.095495945559         -0.06589140378899069      165.4056869484805         01 Jan 2025 14:09:29.858   5.858839605662943           7732.673780957703         
5237.217672041955         -0.07703235940284978      169.8810046880049         01 Jan 2025 14:12:49.858   5.618187328821856           7932.673780876212         
5660.457779193985         -0.08677377093168574      173.9714335262113         01 Jan 2025 14:16:09.858   5.399066874511225           8132.673781109042         
6056.573722821832         -0.09529338785389584      177.7372694957459         01 Jan 2025 14:19:29.858   5.199949411889609           8332.673781027552         
6424.78439353735          -0.1027433145584397       -178.7715826720894        01 Jan 2025 14:22:49.858   5.019448731313318           8532.673780946061         
6764.626503743605         -0.1092521777016151       -175.5135103658764        01 Jan 2025 14:26:09.858   4.85634943569633            8732.673781178892         
7075.853952857876         -0.1149279917917044       -172.4535135256566        01 Jan 2025 14:29:29.858   4.709610198007929           8932.673781097401         
7358.36678849076          -0.1198610526475133       -169.5618712796452        01 Jan 2025 14:32:49.858   4.578354484290397           9132.67378101591          
7612.160820633795         -0.1241265712808102       -166.8130845360522        01 Jan 2025 14:36:09.858   4.461855533911986           9332.673780934419         
7837.291717812333         -0.127786949461434        -164.1850346316106        01 Jan 2025 14:39:29.858   4.359519255720031           9532.67378116725          
8033.849319193906         -0.1308936867168038       -161.6583094696277        01 Jan 2025 14:42:49.858   4.270866976021683           9732.673781085759         
8201.939202408097         -0.1334889462721002       -159.2156587889072        01 Jan 2025 14:46:09.858   4.195519049316596           9932.673781004269         
8341.669443960946         -0.1356068201581885       -156.841548508574         01 Jan 2025 14:49:29.858   4.133179865209351           10132.67378092278         
8453.141129159865         -0.1372743345873324       -154.5217906990818        01 Jan 2025 14:52:49.858   4.083624553913323           10332.67378115561         
8536.441600918184         -0.1385122323722411       -152.2432307038359        01 Jan 2025 14:56:09.858   4.046687591522423           10532.67378107412         
8591.639742385243         -0.1393355628999719       -149.9934767219127        01 Jan 2025 14:59:29.858   4.022253466215286           10732.67378099263         
8618.782808403672         -0.1397541034806302       -147.7606598558769        01 Jan 2025 15:02:49.858   4.01024954766821            10932.67378091114         
8621.856118746156         -0.1398124729976084       -146.7175650920636        01 Jan 2025 15:04:23.519   4.008890520823728           11026.33487518178         
